video_id,views,likes,comments,channel_id,channel_name,date,duration,category_id,genre,subscribers,Unnamed: 11,Unnamed: 12,Unnamed: 13
pyS909TVyQY,2015026,75165,5063,UC-2Y8dQb0S6DtpxNgAKoJKA,PlayStation,2025-12-04 14:01:35+00:00,459,20,Gaming,16700000,,,
1Q0xIUZGewM,1963801,29614,1649,UC7iLnwfWTSxpw2uC_2xLHcg,Sokher Gamer,2020-11-22 03:30:00+00:00,685,20,Gaming,2380000,,,
KwHrS4P2yLw,1944964,55068,2558,UCpqXJOEqGS-TCnazcHCo0rA,theRadBrad,2025-08-07 12:00:41+00:00,6205,20,Gaming,13900000,,,
0gKOqhR6-XY,1929913,21431,1663,UC7iLnwfWTSxpw2uC_2xLHcg,Sokher Gamer,2022-01-20 03:30:17+00:00,704,20,Gaming,2380000,,,
_gAcgGdoulE,2088586,55880,440,UC7FBciVUepHh0jPSSNkbmcQ,Old School Game Snob,2021-03-19 15:38:25+00:00,16,20,Gaming,48800,,,
m9g7WoQytjI,2808504,83495,313,UCe4bubvNWxeD_Tjj6PpVBDA,THE LEGIT GAMING,2024-12-29 12:31:16+00:00,16,20,Gaming,346000,,,
qJffVRSFtIM,1862869,68696,8546,UC7iLnwfWTSxpw2uC_2xLHcg,Sokher Gamer,2021-03-16 03:30:07+00:00,751,20,Gaming,2380000,,,
qQiuU1jgXR4,2769772,61755,5292,UCqygaV0tqBVDBBverQrv74g,The Respawn,2025-07-30 16:03:08+00:00,50,20,Gaming,81000,,,
HKQzdxMb51A,1864489,13018,492,UCGGF6J6IUgB_K2_y2Rwh2Cw,Skvala Gaming,2022-07-29 08:50:49+00:00,574,20,Gaming,259000,,,
hpDMfkk8DY0,2048017,80062,447,UCqwb69jPwmkvJ7Ti7Vmn-4w,JENI GAMING,2024-05-01 06:00:17+00:00,36,20,Gaming,1400000,,,
Zs266R9yiek,3183992,25883,96,UCoXC9MWZmFZoaSWrwoblgyw,Game Definition,2025-08-19 07:01:07+00:00,64,20,Gaming,3900000,,,
mm6w2ufD6ME,1811339,56318,3518,UC-2Y8dQb0S6DtpxNgAKoJKA,PlayStation,2025-10-23 15:01:33+00:00,123,20,Gaming,16700000,,,
08_LsSXoy1w,3384883,0,486,UCwgAvHZeprY-nDJcCLOl5tw,ALL ACCESS GAME,2025-10-11 06:48:00+00:00,17,20,Gaming,38200,,,
nDZAO-zQRas,1806990,15028,611,UCRU9vwwARx8jEACqNpi_KFA,Champs Network,2025-03-26 11:58:33+00:00,2460,20,Gaming,656000,,,
VqqtmX-qSjM,1796390,49880,2715,UCpqXJOEqGS-TCnazcHCo0rA,theRadBrad,2025-09-18 16:00:53+00:00,7989,20,Gaming,13900000,,,
-9SZUoMzXPg,1764520,45343,2672,UCFwKgzKe-EdTz83r6wzhmOw,Live Insaan,2025-09-02 09:33:26+00:00,8259,20,Gaming,14400000,,,
NybbWazytak,4039044,17534,33,UC2A_ArHeUEUkoZkQQDW-XVQ,Abhra Playing,2025-08-03 03:58:00+00:00,11,20,Gaming,30900,,,
erRqdtKZ91k,2469723,57550,318,UC_XZFnHmcvXhheQapPa_WAQ,Chocler,2024-03-06 12:00:40+00:00,13,20,Gaming,162000,,,
v0lT8_mMzzI,1836655,46079,468,UCasP4ULpPrDOd4mByIKFRhw,Ayush More,2021-12-02 11:07:42+00:00,56,20,Gaming,6010000,,,
JGMnv2DU7DA,1844772,32802,730,UCUEBwthcpWBTQXscn8bpS6Q,Boomstick Gaming,2021-10-29 17:00:23+00:00,10,20,Gaming,401000,,,
FLmi8sYDjC0,2008063,28160,25,UC89yoeAAc-ZPq_CTmjJJlTg,Nijer Gaming,2024-11-29 02:00:13+00:00,33,20,Gaming,101000,,,
us1p8fWYInA,1613526,22610,2696,UC7iLnwfWTSxpw2uC_2xLHcg,Sokher Gamer,2021-03-22 03:30:02+00:00,1055,20,Gaming,2380000,,,
fMjY06X-wgc,1608316,22234,1988,UC1bwliGvJogr7cWK0nT2Eag,MKIceAndFire,2025-08-08 05:08:04+00:00,34156,20,Gaming,4540000,,,
ZZYuIgDB32o,1608445,12299,369,UCAOc_FRC8dmhGDAwSCiX2mg,FrameRate Elite,2025-10-12 06:55:06+00:00,1728,20,Gaming,16000,,,
0MxzJzg-u2A,3353728,49940,268,UCoDf26KIC32o4QRajkxDEEw,Sonu. Tv,2023-03-06 23:30:00+00:00,9,20,Gaming,5330,,,
FqoPSaoXaMU,1513047,16959,1417,UC1bwliGvJogr7cWK0nT2Eag,MKIceAndFire,2025-10-03 12:22:35+00:00,85740,20,Gaming,4540000,,,
lbRt2H01RZA,2079131,0,880,UCJYPvaZdczw3Q71y7iuUf2A,Exeshuu,2025-03-07 10:55:34+00:00,17,20,Gaming,504000,,,
EHqZOk48v7c,1458234,21341,1158,UC-wXkB3v0N9MB2Y9rR2Pbkg,PartiallyRoyal,2025-10-25 14:00:30+00:00,5650,20,Gaming,1070000,,,
FOCNbaam90Q,2758613,16890,69,UC5Z4aBxsBP_1c-TgLy-u7Dw,Sonia x Gaming ,2024-04-27 07:48:26+00:00,10,20,Gaming,155000,,,
iMcv5mqcSpw,2670462,126776,1478,UCD5EC8IWhOFalXtePCkhJTA,Tonde Gamer,2025-10-27 05:52:45+00:00,13,20,Gaming,18800000,,,
YOiDtHRM6XU,1442693,59092,446,UCAF_yy-Y4yl4VMiQ7RV3STw,PotatoMcWhiskey,2021-11-08 21:00:11+00:00,54,20,Gaming,536000,,,
a1EwIVNoOnc,25439143,306242,198,UCbOXUbTgVQL6-v2n6pKxMqQ,simulatorgaming,2024-10-22 07:22:42+00:00,11,20,Gaming,8800,,,
M2pyqnypx50,1382013,11620,889,UCEe2aqK4fgDYTOjkZvTvang,KingJoe83,2025-06-07 23:50:01+00:00,2414,20,Gaming,539000,,,
jNpRLOdZ8ug,1343981,15605,502,UC7jMeMP56G8jbTeEtgU_h-g,Nad Noddy,2023-02-24 12:16:32+00:00,1266,20,Gaming,341000,,,
L5SYv4lCUVs,2046320,19217,57,UCMhSuKOce9nbYr6H_dRnSjQ,Pradeep Gaming,2024-09-08 16:36:20+00:00,14,20,Gaming,215000,,,
h3EiJwqzFZY,3547595,0,33,UCgj9mMbhLSjihbt_4I01y9Q,Eenshiv Gaming Studio ,2025-07-30 10:32:35+00:00,8,20,Gaming,3150,,,
e5YLN0-tqWk,1261994,18191,6248,UC1bwliGvJogr7cWK0nT2Eag,MKIceAndFire,2025-11-13 17:42:36+00:00,16089,20,Gaming,4540000,,,
4RvpHYsZ8FU,2042237,35098,584,UCQKSon6J50Vxb6LiuRy1cPg,F&M GAMES,2024-06-10 08:47:54+00:00,13,20,Gaming,7950,,,
FjQkZ7EElxk,2212365,0,200,UCgI8dlp1YbMs_hmcgUMx33A,SJ Edition,2025-09-23 14:41:00+00:00,27,20,Gaming,17400,,,
1eV3UHqc6nI,1216145,34649,2744,UCpqXJOEqGS-TCnazcHCo0rA,theRadBrad,2025-09-22 07:00:02+00:00,8059,20,Gaming,13900000,,,
XWVFXq7VWUM,1201266,52628,4893,UC5c9VlYTSvBSCaoMu_GI6gQ,Total Gaming,2025-10-13 04:00:41+00:00,2554,20,Gaming,45300000,,,
oPeE-5WDEdU,1349766,37682,474,UChqXRquQhtswoAqlt3ayyXA,Chisgule Gaming,2022-10-10 01:47:22+00:00,59,20,Gaming,258000,,,
3suNbVmvjN0,2039830,37421,4095,UCKy1dAqELo0zrOtPkf0eTMw,IGN,2025-08-26 01:37:55+00:00,26,20,Gaming,19700000,,,
m9rdYOEOZvs,1434461,25284,674,UCM9qpSdsW8e203r3FHz3AZw,HYCARUS Gaming,2022-07-14 09:43:41+00:00,18,20,Gaming,132000,,,
EVveQo-rzDk,2929313,17890,80,UCzdokXRooOm8SKyEYsRfltw,THE HIYAA GAMING ,2025-06-21 00:30:11+00:00,11,20,Gaming,35500,,,
4QC5TelBBZU,1985629,0,126,UC0-AvlWKDF8EhCcksAXK-Rg,Akshat Pareek,2024-06-04 07:42:20+00:00,34,20,Gaming,1640000,,,
00I2O7Wrrbs,1115922,30565,1759,UCJD5R47XWLmJ7nn18T2ZW4w,Dattrax Gaming,2025-07-06 03:00:01+00:00,2793,20,Gaming,2920000,,,
6u5VMnGRIrY,1100973,8956,185,UCRU9vwwARx8jEACqNpi_KFA,Champs Network,2024-11-15 14:09:45+00:00,1935,20,Gaming,656000,,,
Utbd6I13hVo,2742127,32761,147,UCbzNtC5Cf90PLARWx6oK_CQ,RTX WAR,2024-01-06 12:35:01+00:00,11,20,Gaming,2360,,,
HPCU58Va3x8,2297845,25724,159,UC4vVOqEP1djeFjkebh1K8Zg,Gaming review Top,2025-03-09 12:30:26+00:00,13,20,Gaming,97900,,,
6OB0Ouaeebs,1068204,21304,1100,UC7iLnwfWTSxpw2uC_2xLHcg,Sokher Gamer,2022-11-30 06:31:00+00:00,616,20,Gaming,2380000,,,
7pdzEUiejog,2454915,27949,214,UCPIOSkVJug1bG51Fz4O4kzg,Sameer Gaming,2024-10-24 13:10:15+00:00,11,20,Gaming,1280000,,,
3pGgPrbdKaU,1061979,9798,222,UCYepRn82-Dk7I4mME2dYL3Q,RamX Extra,2025-03-03 22:34:40+00:00,852,20,Gaming,8760,,,
kO9Ez7_mk0g,1148907,52791,428,UCoJzXOukwqP96D0Uczqf74Q,Wulzy,2023-02-09 18:00:30+00:00,22,20,Gaming,221000,,,
okCxZrdNq3o,1028687,14893,949,UC1bwliGvJogr7cWK0nT2Eag,MKIceAndFire,2025-09-24 19:21:17+00:00,78285,20,Gaming,4540000,,,
XtCS5tuvCKs,999855,32342,2228,UC-2Y8dQb0S6DtpxNgAKoJKA,PlayStation,2025-09-24 21:06:52+00:00,306,20,Gaming,16700000,,,
b2cGqnKuIWc,995438,8844,118,UCJSDthIbKG55FRcZpJWm40Q,Gaming Point,2022-06-28 06:49:58+00:00,1025,20,Gaming,213000,,,
wE0CNUXlftg,1446486,15128,393,UCNIHGdrsX76sCK9ssE5DYoA,Sokher Gamer Pro,2025-07-13 04:01:10+00:00,57,20,Gaming,223000,,,
6qEw-NnsB7E,1127095,74573,1878,UCR6byVIT4_QoWMlgfO4t27Q,Gaming With Talha Is Back,2024-04-01 04:00:07+00:00,29,20,Gaming,2930000,,,
3nYlzEcCwI0,958458,48780,3551,UC5c9VlYTSvBSCaoMu_GI6gQ,Total Gaming,2025-11-28 04:00:04+00:00,903,20,Gaming,45300000,,,
ZliL58Fi1t4,1003858,56948,703,UChWTjJDu743PSfbUebQPBeg,Sonic Central,2023-04-25 18:00:22+00:00,41,20,Gaming,627000,,,
dB-tjpSetds,2166865,0,176,UCuwX9HYsUP6r-ko066k7Tbg,POCO CX ,2025-07-03 12:30:35+00:00,12,20,Gaming,32700,,,
PtK5b38JkBQ,1856744,40873,322,UCLQJkseoOWkevsA0RKZOetQ,Jill Zone,2025-08-24 03:30:27+00:00,43,20,Gaming,1110000,,,
D0d2KCkxmo8,926317,6408,100,UC6JY6Pxiai46HRDoaRpE1ZA,cureclutch,2025-08-22 15:00:19+00:00,1933,20,Gaming,55100,,,
E7NUkrmSU3w,1696114,17103,475,UC2rbTG7OIhIxR8mGWP2S7ew,TheRenZo Gaming,2023-05-19 00:00:07+00:00,13,20,Gaming,2190,,,
18X7dsyFnPk,1682156,10018,34,UCdyCd8MZz_fn9YKblktT8iA,JP-USA Gamer3D,2025-11-23 10:30:01+00:00,33,20,Gaming,150000,,,
8sek5J4zO7o,1939673,15021,514,UC2_GAPE4vb9J66mUH-4eDkw,JAM MAKES CONTENT,2025-03-07 05:33:36+00:00,10,20,Gaming,530000,,,
3JemQRPKeJM,892671,18418,905,UCmp5y07YIV6i2jPX4x82hVQ,Hollow,2025-04-07 00:20:16+00:00,17160,20,Gaming,5130000,,,
7JfFGX0cnCQ,1034369,51879,2705,UCqwb69jPwmkvJ7Ti7Vmn-4w,JENI GAMING,2023-08-28 11:00:03+00:00,37,20,Gaming,1400000,,,
eW4PdRgECmU,1468898,19895,190,UC2A_ArHeUEUkoZkQQDW-XVQ,Abhra Playing,2023-06-14 08:58:00+00:00,17,20,Gaming,30900,,,
pUPJdWe-zVU,871485,6085,126,UCRU9vwwARx8jEACqNpi_KFA,Champs Network,2025-05-29 10:30:38+00:00,792,20,Gaming,656000,,,
Q89X4nOzxGw,879148,37886,1692,UC-2Y8dQb0S6DtpxNgAKoJKA,PlayStation,2025-12-12 03:43:46+00:00,250,20,Gaming,16700000,,,
zIuprwPj_NA,1429405,31791,328,UCSCfEJIK24MnXT6WIXXyYvA,Parking Gamer,2025-02-04 02:14:17+00:00,10,20,Gaming,232000,,,
ooj-JNxuE9Y,2287975,4269,32,UCJIBwWDKiv1ABPZ3NLAtgsg,Car Game TV,2021-06-03 10:00:14+00:00,37,20,Gaming,21400,,,
uvOu_2-EMtM,931131,42200,613,UCCCOyUvlbt1YagerVgbwopQ,Tewbre,2023-03-12 21:00:31+00:00,56,20,Gaming,970000,,,
Fy45wAOTzgU,826691,7454,259,UCNYL6v5weylcPKGUSBgbTKA,NextGenGamers,2025-09-23 14:36:00+00:00,1570,20,Gaming,28000,,,
ofqx30Tb5aw,810465,6957,277,UCRU9vwwARx8jEACqNpi_KFA,Champs Network,2025-05-01 20:11:37+00:00,1448,20,Gaming,656000,,,
j6D-YRGrEOk,1631385,33963,552,UCD1Em4q90ZUK2R5HKesszJg,Clash of Clans,2025-03-19 14:34:30+00:00,11,20,Gaming,21800000,,,
yiMi11Gwxlw,1817058,4957,18,UCqIzE5q1WpgyViZqsV6wCvw,Mikolojim,2025-08-02 21:00:52+00:00,10,20,Gaming,58700,,,
k2AgMwnXm9E,1433659,0,457,UCpU1oookzSBqFU03qesmKog,Ming Goodluck,2025-12-30 13:35:15+00:00,16,20,Gaming,120000,,,
pzg5yE0nDbc,1162795,21884,1031,UC2-aop85lqOalGXV4FgFJaw,Destructoid,2023-09-05 17:27:33+00:00,14,20,Gaming,226000,,,
lbQtGfa321U,1181006,9275,11,UCj3Nay25ETcavDq_x9kMSsg,Gamesturday,2025-07-15 03:36:51+00:00,45,20,Gaming,399000,,,
VrLeXV3rXWI,881388,30288,240,UCqwb69jPwmkvJ7Ti7Vmn-4w,JENI GAMING,2024-01-10 11:00:22+00:00,35,20,Gaming,1400000,,,
vdR0c4vk3yY,793475,22885,593,UCuGiOq4iPo2rLF8dGkvm9HQ,That Other Gamer,2021-11-22 12:16:34+00:00,60,20,Gaming,22200,,,
41O0kynnjEA,1484401,21536,379,UCrg2w70duH-IoWGon-df8PQ,BIKI  GAMER 100K ,2025-03-29 05:02:34+00:00,15,20,Gaming,6920,,,
OSePBUakRKs,722046,15515,898,UCJD5R47XWLmJ7nn18T2ZW4w,Dattrax Gaming,2025-08-29 05:30:11+00:00,1248,20,Gaming,2920000,,,
3X4NrkJus9U,827388,18858,132,UCxa1v9wVMmjYUhUfQOJxbzw,SwoleBenji,2023-02-16 10:00:05+00:00,30,20,Gaming,168000,,,
xFqQcgQNT1c,1178345,33496,506,UCQ5rj33Q-QhIpPE2KmoEs2A,TGLTN,2025-02-13 11:01:16+00:00,19,20,Gaming,370000,,,
7vbHAJ_RzMs,693910,15387,623,UCpqXJOEqGS-TCnazcHCo0rA,theRadBrad,2025-12-26 15:00:31+00:00,5769,20,Gaming,13900000,,,
p00R8VgorB8,865469,34539,232,UC_5NT4DY883oVUlXNEQ7jIA,Morse,2021-01-07 17:03:59+00:00,60,20,Gaming,137000,,,
MjsEyxYeLyQ,666637,6419,463,UC4KQ5PiGAvRg3xU4i5Og0NA,BrosClanYt,2025-09-21 19:56:52+00:00,2205,20,Gaming,387000,,,
9Ok8bNCRj0A,935935,17144,458,UCex124pZ3osjaHYFUwJoueg,Coolkiller Gaming,2023-05-11 05:00:03+00:00,14,20,Gaming,1660,,,
VtEM8S9CqVU,664653,15463,580,UCELAIy1E8A-7IrUlAaGr_vA,Dattrax Plays,2025-10-18 07:30:16+00:00,3801,20,Gaming,856000,,,
GK9wQ8lmCDQ,655413,8121,563,UCJsVCjeuTvfZjevif6zHWYw,Gaming Engineer,2025-10-07 03:55:00+00:00,1326,20,Gaming,1180000,,,
BZlTu9yUoGo,1392580,4648,17,UCqIzE5q1WpgyViZqsV6wCvw,Mikolojim,2025-08-03 15:30:10+00:00,14,20,Gaming,58700,,,
jdn6yqX8fWs,730932,28777,121,UCNjti3n8j4PvYYTXvzhpUJA,Dan Toppy,2021-06-10 17:16:36+00:00,24,20,Gaming,25900,,,
aZ412IU48M0,688689,40469,516,UCZeKXaDbtL2GbfoB8hldseQ,EmSwizzle,2022-12-26 17:51:00+00:00,52,20,Gaming,2080000,,,
pN2o_-tQfOU,663134,37488,599,UCYyyaFiIqyIkye9JwYGJYGA,FGS,2023-06-12 19:02:09+00:00,43,20,Gaming,300000,,,
kRtIVBygm7k,625333,19796,165,UCFXUSG_393wZJaRTErU6Pjw,KhrazeGaming,2023-04-21 23:19:11+00:00,37,20,Gaming,618000,,,
jQ7Nn-ZQzyI,583097,12927,1013,UCJD5R47XWLmJ7nn18T2ZW4w,Dattrax Gaming,2025-10-11 06:03:08+00:00,1338,20,Gaming,2920000,,,
75D7yzSgTpU,581094,10275,874,UC-wXkB3v0N9MB2Y9rR2Pbkg,PartiallyRoyal,2025-08-29 16:00:13+00:00,3121,20,Gaming,1070000,,,
kNZc7c1meTU,573573,4319,108,UCFQ8nti0-hKFzBN1w4dFe-Q,VedpooL2,2025-04-27 14:01:03+00:00,3147,20,Gaming,82500,,,
eEQDr0fdkZ0,570065,7445,332,UC-wXkB3v0N9MB2Y9rR2Pbkg,PartiallyRoyal,2025-07-26 17:35:14+00:00,4744,20,Gaming,1070000,,,
5HHVOsOuNKE,1029356,17010,152,UC3bg_FHsGeU91ULG-zVs52w,lonelyshark,2025-01-21 01:00:02+00:00,21,20,Gaming,257000,,,
0FQsaHw6Whg,550280,10108,750,UC7iLnwfWTSxpw2uC_2xLHcg,Sokher Gamer,2022-06-20 03:31:21+00:00,631,20,Gaming,2380000,,,
t2XqiFeMps8,538693,12433,868,UCJsVCjeuTvfZjevif6zHWYw,Gaming Engineer,2025-07-23 17:31:00+00:00,2370,20,Gaming,1180000,,,
AKJltPZ0cwU,525060,11154,1134,UCJsVCjeuTvfZjevif6zHWYw,Gaming Engineer,2026-01-03 16:31:00+00:00,2865,20,Gaming,1180000,,,
HWZbrtMUJ1E,794213,12267,475,UCLEAHLTn96QWTHI9qutztKg,theGamingSky,2024-03-05 11:30:13+00:00,22,20,Gaming,12800,,,
nSj4NqgTjjM,1215387,4089,405,UCUySt9WkpEoBU73wOfmNWUw,AMABSH,2025-05-30 17:18:34+00:00,6,20,Gaming,20600,,,
qKqjLbbbcnc,499663,7568,302,UC7eAfUjR9gdIjoaoQaS0W-A,Shirrako,2025-11-27 23:01:13+00:00,62463,20,Gaming,2510000,,,
5AEgaLJSTt8,1059979,13988,514,UClmwUwPrmtNoW3zc9yfPjDQ,EFI_GAMES,2023-10-29 13:53:40+00:00,16,20,Gaming,26700,,,
yXD9uMLGwh0,545941,6388,73,UC2CAYseJlsa9Y6lGCQQOx4w,Kiloo Games,2021-10-21 13:30:11+00:00,30,20,Gaming,3120000,,,
akkTBZ9ou0o,481682,4936,450,UC1bwliGvJogr7cWK0nT2Eag,MKIceAndFire,2025-09-01 12:10:27+00:00,48973,20,Gaming,4540000,,,
glvYjRyLx-o,481617,15877,695,UCELAIy1E8A-7IrUlAaGr_vA,Dattrax Plays,2025-07-05 08:30:21+00:00,4885,20,Gaming,856000,,,
nUcLmvF9iNY,6128204,105431,132,UCOGobVk_2dUa_ldUdiea-0w,A4 Games,2024-10-01 21:00:26+00:00,11,20,Gaming,16400,,,
9_4RXR2-vXs,745776,31718,307,UCU0Kv4-V7TuMaGA6F3HkPYQ,Laka Gaming,2024-02-13 07:30:05+00:00,9,20,Gaming,11000000,,,
71BnoLFF_0A,702585,3673,4,UC-JwyWIKm4ps-c3O54nhc8A,Game Ads,2025-09-27 08:00:16+00:00,36,20,Gaming,782000,,,
C4kSv7GBH-U,420185,3912,357,UCAvRtPIFFbnfLHswfRS6zhQ,GameV,2025-09-13 14:11:19+00:00,2880,20,Gaming,283000,,,
XciRhZ3T7zQ,891340,6435,185,UCnse5tqZzi3v_rjgXJe98TA,Chief Shifter,2021-12-23 07:50:25+00:00,9,20,Gaming,352000,,,
EToGG_YXrrg,809584,0,397,UCLQuKLJXQ2LvZIPpV7SD4LQ,Stranger Gaming,2024-09-07 14:03:36+00:00,15,20,Gaming,41900,,,
hkcUWXEFKSE,813028,8990,183,UCQCmi0boTxb5s3ApFs6HeLQ,TeMor GAMEPLAY ,2024-09-08 20:57:57+00:00,12,20,Gaming,21400,,,
XqazeqLEc4c,942520,5573,30,UC5Jd9xwXu1WQO22oS2USMVA,games library ,2024-06-04 04:23:54+00:00,9,20,Gaming,1030,,,
KD0iDMn6vpo,402419,2917,65,UCFQ8nti0-hKFzBN1w4dFe-Q,VedpooL2,2025-05-12 14:00:34+00:00,1514,20,Gaming,82500,,,
czpMj_cgUB8,630821,7392,31,UCSgX0LbiJ7ESGqMvbpS1Gww,@Game Player,2024-09-15 12:32:18+00:00,20,20,Gaming,58100,,,
k5D6igH-REk,397492,6032,262,UC1bwliGvJogr7cWK0nT2Eag,MKIceAndFire,2025-12-23 21:19:54+00:00,89705,20,Gaming,4540000,,,
pZ44UYdMshI,801970,3061,16,UCI9AruqRPB2KfLJifv8aguQ,PRIT GAMING ,2024-12-28 08:31:37+00:00,15,20,Gaming,1320,,,
8Up6vhk2Gqk,386872,13373,893,UCELAIy1E8A-7IrUlAaGr_vA,Dattrax Plays,2025-10-11 07:30:04+00:00,2939,20,Gaming,856000,,,
a4SEa-4eKKg,636029,4328,6,UCh4zhQTTHmHWMoSCeYG_ZwA,Rajplayz,2025-10-21 16:31:59+00:00,47,20,Gaming,33900,,,
FhoDphy1aE0,650969,26386,284,UCVlzBl2DBXZDSfKaEFW8dsQ,Geometry Dash BrainRot,2026-01-20 19:22:12+00:00,59,20,Gaming,68500,,,
iO02P1-bNhU,355227,3284,162,UCnbRKDqX3rnIcKEUnrjJyVw,gamewise,2025-07-03 11:26:36+00:00,1796,20,Gaming,79000,,,
vtsuNhluUR4,658096,4181,103,UCHUfs49iV-Wunj0IC7nBq-g,HellGhost,2025-10-18 21:59:07+00:00,14,20,Gaming,5290,,,
8zdQFX0Li8Q,353812,6725,480,UC-2Y8dQb0S6DtpxNgAKoJKA,PlayStation,2025-12-11 15:30:06+00:00,87,20,Gaming,16700000,,,
QxGYVye86F0,883257,2671,3,UCn1Ocim1_ZKRCI94SUV21cg,OMINGKY,2026-01-20 02:00:28+00:00,7,20,Gaming,1400000,,,
izYfrjlOvY4,323589,4313,219,UC1bwliGvJogr7cWK0nT2Eag,MKIceAndFire,2025-07-08 20:11:15+00:00,69636,20,Gaming,4540000,,,
7W4TO5QjJTw,473854,14876,164,UCqwb69jPwmkvJ7Ti7Vmn-4w,JENI GAMING,2024-01-01 11:00:04+00:00,35,20,Gaming,1400000,,,
X9QXRfsNQYs,303994,5927,135,UC2JIdBq8ctbneEZgpckj-AA,Android Tools,2025-07-26 12:00:53+00:00,629,20,Gaming,489000,,,
3wjTPx-vIpU,297808,3403,333,UC1bwliGvJogr7cWK0nT2Eag,MKIceAndFire,2025-08-26 17:02:26+00:00,15841,20,Gaming,4540000,,,
jVzxCxtsAis,610120,5657,64,UCF5i_5bdnnukskeerxo1jWA,Radio op gaming ,2025-03-28 16:42:30+00:00,13,20,Gaming,7000,,,
8nrG66-1IHc,275246,15128,821,UCQ3TV3Z4UHlNiiPSCsgvTsw,Doro44,2025-11-08 14:00:13+00:00,1234,20,Gaming,978000,,,
5B5djcPDz0Y,540514,21719,286,UCqd20iiUJd7Qqf5mrqlXnzQ,Magmuh,2026-01-19 22:47:36+00:00,28,20,Gaming,195000,,,
P-4b4qQZpWM,573460,4403,56,UCQTSYlKdQkiQdR0w5Bhgfuw,Temple Run,2024-10-22 22:48:23+00:00,10,20,Gaming,2470000,,,
fl5JhyyzfXY,518907,3994,31,UCJQYSaOamjf647skpDe-wNA,OG_PDCthe2nd,2024-11-28 03:02:17+00:00,13,20,Gaming,181,,,
y194THdjYjU,390296,17930,276,UCJEW7luxXj7XhzUGwpxW5OQ,Kubold,2026-01-15 16:01:37+00:00,68,20,Gaming,41100,,,
MLIdc4qAXDQ,364810,2664,5,UCCNvU7LlyUiwHL0yQSejVBQ,Mr Pin Gameplay,2025-08-20 05:00:20+00:00,51,20,Gaming,307000,,,
sYYqdF36Klo,223717,2057,47,UCjSfqI6nCcZ5V4TNr4sio9Q,EspacioNX,2025-10-05 18:06:05+00:00,1236,20,Gaming,816000,,,
2QiAEsHTnRQ,356617,7347,32,UCGBSxD1nKvvzFlDgNSfVGJQ,1emil,2022-05-02 17:31:44+00:00,18,20,Gaming,35200,,,
F__KntP4bFA,224616,1171,26,UCRU9vwwARx8jEACqNpi_KFA,Champs Network,2025-09-15 13:00:25+00:00,41385,20,Gaming,656000,,,
6rLfm-Z_Sk4,221722,3128,214,UC1bwliGvJogr7cWK0nT2Eag,MKIceAndFire,2025-12-08 05:30:20+00:00,39087,20,Gaming,4540000,,,
0ROfnIWGmQ8,340447,7086,57,UCGD1h4fNOfr62Ap_BWxBFpg,FUN2OSH,2021-11-11 12:40:22+00:00,24,20,Gaming,24000,,,
UtywwJKl1Tg,432971,3790,66,UChcER2wbo430HS7CZ0qaDpQ,KendoGunSop Survival Horror,2025-09-24 04:48:34+00:00,18,20,Gaming,111000,,,
QDNsL9A2G5I,204367,7842,671,UCNvzD7Z-g64bPXxGzaQaa4g,gameranx,2026-01-21 16:31:59+00:00,911,20,Gaming,8530000,,,
N-igFZVww5M,295210,6780,39,UCrW7C8_TJipjAvJOLw4kWtg,Vivid Discord,2021-11-29 19:28:10+00:00,29,20,Gaming,13600,,,
T8YQ92S1bjw,179020,2988,156,UC1bwliGvJogr7cWK0nT2Eag,MKIceAndFire,2025-12-15 23:00:13+00:00,37193,20,Gaming,4540000,,,
BRGuQBXMOPQ,134999,4920,390,UC-2Y8dQb0S6DtpxNgAKoJKA,PlayStation,2026-01-08 21:15:00+00:00,68,20,Gaming,16700000,,,
dfwqM9NyK2w,289825,2234,184,UC-_q48QlHJU-BITr0dRjiNw,kolbeawsome,2025-06-03 13:19:40+00:00,10,20,Gaming,8400,,,
YdyuAJv-S1I,253817,0,18,UCvqrKfbWUTMFOVJZDt-2F9A,Game Market,2025-07-16 03:05:13+00:00,21,20,Gaming,47200,,,
0VTxfV4JlcI,279815,3179,0,UCRQVfViXyUm24tQWw5Oj1xQ,SouzaYT Game,2026-01-19 14:30:00+00:00,15,20,Gaming,29500,,,
rx8QUHWhXNk,175722,2046,9,UCEQzJ-DwwddeNKBc0iWpXGw,Kartik Gaming ,2025-08-18 10:30:37+00:00,60,20,Gaming,94200,,,
cCmgJ_4a_gw,118682,2225,141,UCRnTaShzupujX46gLPWf5Mw,HGH Horror Games House,2025-12-25 15:47:47+00:00,5675,20,Gaming,89700,,,
VzF0UDN4NKw,106161,1230,22,UCRU9vwwARx8jEACqNpi_KFA,Champs Network,2026-01-10 14:29:20+00:00,50402,20,Gaming,656000,,,
wvIJ6sJLKcM,97665,1558,62,UCZOW4EOIU_jwHhybPh6q0LQ,Fatih GAMING,2026-01-09 06:01:01+00:00,1458,20,Gaming,2090000,,,
Af4m1X7xpnk,150384,1958,11,UCEQzJ-DwwddeNKBc0iWpXGw,Kartik Gaming ,2025-09-04 10:30:08+00:00,61,20,Gaming,94200,,,
S2goih1nQww,87953,725,20,UCRU9vwwARx8jEACqNpi_KFA,Champs Network,2025-11-08 20:18:36+00:00,68911,20,Gaming,656000,,,
